150	1
200	5
250	9
300	9
350	21
400	21
450	25
500	37
550	45
600	45
650	61
700	69
750	69
800	89
850	101
900	109
950	129
1000	137
1050	145
1100	177
1150	185
1200	193
1250	221
1300	241
1350	249
1400	277
1450	293
1500	305
1550	341
1600	357
1650	373
1700	405
1750	429
1800	437
1850	481
1900	505
1950	517
2000	553
2050	593
2100	609
2150	657
2200	673
2250	697
2300	749
2350	777
2400	793
2450	845
2500	877
2550	889
2600	949
2650	973
2700	1005
2750	1049
2800	1093
2850	1125
2900	1185
2950	1209
3000	1245
3050	1305
3100	1353
3150	1369
3200	1433
3250	1481
3300	1513
3350	1565
3400	1609
3450	1649
3500	1709
3550	1757
3600	1789
3650	1869
3700	1901
3750	1941
3800	2025
3850	2077
3900	2109
3950	2185
4000	2233
4050	2285
4100	2361
4150	2409
4200	2449
4250	2537
4300	2593
4350	2617
4400	2709
4450	2757
4500	2809
4550	2885
4600	2957
4650	2997
4700	3093
4750	3149
4800	3205
4850	3297
4900	3357
4950	3405
5000	3505
5050	3569
5100	3613
5150	3705
5200	3769
5250	3841
5300	3909
5350	3993
5400	4049
5450	4149
5500	4205
5550	4281
5600	4373
5650	4469
5700	4509
5750	4637
5800	4709
5850	4765
5900	4865
5950	4949
6000	5013
6050	5118
6100	5178
6150	5232
6200	5334
6250	5396
6300	5458
6350	5538
6400	5616
6450	5666
6500	5754
6550	5816
6600	5882
6650	5954
6700	6018
6750	6076
6800	6156
6850	6218
6900	6262
6950	6354
7000	6404
7050	6460
7100	6528
7150	6600
7200	6642
7250	6734
7300	6782
7350	6840
7400	6910
7450	6980
7500	7020
7550	7101
7600	7145
7650	7197
7700	7241
7750	7293
7800	7329
7850	7359
7900	7407
7950	7433
8000	7485
8050	7507
8100	7547
8150	7573
8200	7613
8250	7629
8300	7669
8350	7691
8400	7719
8450	7739
8500	7767
8550	7785
8600	7805
8650	7825
8700	7839
8750	7863
8800	7875
8850	7891
8900	7903
8950	7923
9000	7929
9050	7943
9100	7953
9150	7959
9200	7969
9250	7975
9300	7981
9350	7987
9400	7993
9450	7995
9500	7997
9550	7999
9600	7999
9650	8000
9700	8000
9750	8000
9800	8000
9850	8000
9900	8000
9950	8000
